,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,기입날짜,별점,옵션,후기,sentiment,Unnamed: 6
1116,1116,1116,116,116,21.08.02.,2,"삼각티백 종류 선택: 09.카카오닙스차 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",카카오닙스 양이 적어서 그런가 맛이 연하네요,0,
1117,1117,1117,117,117,21.07.24.,2,"삼각티백 종류 선택: 08.깔라만시차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장별로예요맛 만족도맛있어요",배송이 이게 먼가요?,0,
1118,1118,1118,118,118,21.07.23.,2,"삼각티백 종류 선택: 04.히비스커스 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",한달 먹어봤는데 맛이랑 향이 강하지 않아서 손이 잘 안가네요...ㅠㅠ그래도 한 번에 3개씩 우려서 빨리 소진하고 있어요,0,
1119,1119,1119,119,119,21.07.23.,2,"삼각티백 종류 선택: 03.페퍼민트 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도맛 없어요유통기한꽤 남았어요포장꼼꼼해요",한달 먹어봤는데 맛이랑 향이 강하지 않아서 손이 잘 안가네요...ㅠㅠ그래도 한 번에 3개씩 우려서 빨리 소진하고 있어요,0,
1120,1120,1120,120,120,20.05.18.,2,"삼각티백: 06.페퍼민트 10티백x5개_x000D_
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요",히비스커스는 맛있는데 페퍼민트는 생각보다 느끼?한 맛이에요 왜 그럴까요 흑,0,
1121,1121,1121,121,121,20.05.15.,2,"삼각티백: 07.히비스커스 100티백_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요","배송이 일단 늦었어요;;_x000D_
마셔보고 리뷰쓰려고 며칠걸렸는데 마셔보고쓰길잘한것같아요_x000D_
어제는 라벤더가 맘에안들더니 오늘은 히비스커스가 싱겁네요ㅎ _x000D_
여기서산 우엉차랑 레몬밤 잘마시고있어서 타사에서살까하다 여기서샀는데 이번엔 실망이네요ㅠ",0,
1122,1122,1122,122,122,20.05.14.,2,"삼각티백: 03.캐모마일 100티백_x000D_
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",불면증 때문에 구입했는데 그리 도움이 되지는 않는것 같아요,0,
1123,1123,1123,123,123,20.05.06.,2,"삼각티백: 03.캐모마일 100티백_x000D_
맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요",자주 손이 가지 않네요. 리뷰좋아 넘 기대했어요. 배송은 빨라요. 2022.03.06예요.,0,
1124,1124,1124,124,124,20.05.05.,2,"삼각티백: 03.캐모마일 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",So so ~~^^!!,1,
1125,1125,1125,125,125,20.04.20.,2,"삼각티백: 13.작두콩우엉차 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요",생각보다 구수한 맛이 덜해서 손이 않가네요,0,
1126,1126,1126,126,126,20.04.18.,2,"삼각티백: 03.캐모마일 100티백_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요","꽃가루 알러지 있으신분들은 마시면 안될것같아요_x000D_
_x000D_
구매전  꽃가루알러지가 있음에도 불구하고  알러지반응이 _x000D_
올꺼라 생각하지 못하고 구매한 부분이기에 할말은없지만_x000D_
꽃가루 알러지가 있으신분은 알러지 반응이 나타날수있다고 _x000D_
명시해주셨으면 좋겠어요",0,
1127,1127,1127,127,127,20.03.29.,2,"삼각티백: 07.히비스커스 100티백_x000D_
맛 만족도맛 없어요유통기한꽤 남았어요포장별로예요",차가운 물은 1시간 우려내야 시큼한 맛이나요. 보기와 달리 맛있지는 않아요. 뜨거운 물이 쫌 더 입맛에 맞네요. 괜히 샀네요.,0,
1128,1128,1128,128,128,20.03.26.,2,"삼각티백: 01.루이보스티 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","보틀 못받아서 아쉽네요 배송전메모라니 ..._x000D_
성격급한 제가 바보죠 ......,_x000D_
그거받는다고좋아하고있었는데.., _x000D_
기분상해서 이것만먹고 다른곳 갈아탈래요...ㅠㅠ",0,
1129,1129,1129,129,129,20.03.04.,2,"삼각티백: 05.페퍼민트 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",좋은데 페퍼민트맛이.좀 이상해여,0,
1130,1130,1130,130,130,20.02.29.,2,"삼각티백: 08.히비스커스 10티백x5개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",아침에 먹기편하게먹어요,1,
1131,1131,1131,131,131,20.02.26.,2,"삼각티백: 07.히비스커스 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요","생각보다 티백하나에 많이 안들었어요.._x000D_
그래서 2개씩 넣어서 먹고있어요",0,
1132,1132,1132,132,132,20.02.17.,2,"삼각티백: 26.라벤더차 10티백x5개_x000D_
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",라벤더 향은 좋은데 맛은 별로네요,0,
1133,1133,1133,133,133,20.02.17.,2,"삼각티백: 20.로즈마리 10티백x5개_x000D_
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",로즈마리 향은 좋은데 맛은 별로네요,0,
1134,1134,1134,134,134,20.02.10.,2,"삼각티백: 05.페퍼민트 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","전에 먹던 것보다 품질이 좀 달라진것 같네요_x000D_
화한 맛이 좀 약해진것같네요~",0,
1135,1135,1135,135,135,19.12.09.,2,"삼각티백: 26.라벤더차 10티백x5개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",생각보다 향이 너무 쎄서 지인 선물로 드렸어요.,0,
1136,1136,1136,136,136,19.11.18.,2,"삼각티백: 03.캐모마일 100티백_x000D_
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요",카모마일 맛이 아닌것같아요  원래이차 넘 좋아하는데 여기꺼는 별루네요,0,
1137,1137,1137,137,137,19.10.25.,2,"삼각티백: 루이보스티 티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",100개짜리 산거랑 똑같은거 10개 주시면 안되나요;; 저번에도 그렇고 루이보스 샀는데 마테.. 임산부라 루이보스 시키는건데.. 안받는게 더 나은 서비스인듯.. 또 버리겠네요.,0,
1138,1138,1138,138,138,19.10.17.,2,"삼각티백: 캐모마일 티백_x000D_
맛 만족도평범해요유통기한임박상품이에요포장적당해요","언제 만든지는 모르고 유통기한은 1년 안되게 남았어요_x000D_
여러가지 상품을 같이 주문해서 받았는데 이것만 짧네요",0,
1139,1139,1139,139,139,19.10.08.,2,"해피테라스 삼각티백: 우엉차 티백_x000D_
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",다른우엉차 먹었을때 고소해서 그걸생각하며 샀는데 늠 매워요,0,
1140,1140,1140,140,140,23.03.27.,3,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",맛은 좋은데 가루가 많이 날려서 좀 아쉽습니다.,0,
1141,1141,1141,141,141,23.03.22.,3,"삼각티백 종류 선택: 얼그레이 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",홍차가 진하지 않네요 티백2개로 밀크티해야겠어요,0,
1142,1142,1142,142,142,23.03.17.,3,"삼각티백 종류 선택: 로즈마리차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",항상 재구매하고 싶습니다,1,
1143,1143,1143,143,143,23.03.17.,3,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",항상 재구매하고 싶습니다,1,
1144,1144,1144,144,144,23.03.17.,3,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",조아조아요 담에 또 시킬께요,1,
1145,1145,1145,145,145,23.03.16.,3,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",예전보다 가격은 좀 올랐네요. 물가가 오르니 어쩔 수 없겠죠. 패키지도 바뀌었네요.,0,
1146,1146,1146,146,146,23.03.15.,3,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요","위에 좋다고 해서 잘마시고 있어요'_x000D_
나눠서 담았으면 더 좋았을꺼같아요.",0,
1147,1147,1147,147,147,23.03.13.,3,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",먹기 편하고 좋아요.,1,
1148,1148,1148,148,148,23.03.11.,3,"삼각티백 종류 선택: 자스민차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",잘마실께요~~~~~~~,1,
1149,1149,1149,149,149,23.03.06.,3,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",아..패퍼민트 너무 좋아하는데 이거 먹은 후로 밤에 잠을 못자요..ㅠㅠ 다 좋은데 저랑은 안맞나봐요..,0,
1150,1150,1150,150,150,23.03.04.,3,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","티백내용물은 그럭저럭 괜찮은데_x000D_
티백이 플라스틱망같아서_x000D_
뜨거운물에 넣어쓰기가 좀 찝찝하네요_x000D_
종이티백이 아니라서 아쉬웠어요_x000D_
그래서 안에 내용물만 따로 망에넣어 우립니다",0,
1151,1151,1151,151,151,23.03.04.,3,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",카페인 대용식으로 잘 마시고 있어요,1,
1152,1152,1152,152,152,23.03.03.,3,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",사무실에서 커피만 마셨는데 하비스커스 차를 꾸준히 먹고 있는데 속도 편안해서 좋았ㄷ다,1,
1153,1153,1153,153,153,23.03.03.,3,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 10티백X5개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",잘먹을께요 ~~~~,1,
1154,1154,1154,154,154,23.03.02.,3,"삼각티백 종류 선택: 마리골드차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요","호박팥차는 짱짱맨_x000D_
긍데 마리골드는 왤케 비리지?",0,
1155,1155,1155,155,155,23.03.02.,3,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","여러좋류 구매해서 바꿔가면서_x000D_
먹어요",1,
1156,1156,1156,156,156,23.02.28.,3,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",먹어보고 한달후기 남길게요,1,
1157,1157,1157,157,157,23.02.25.,3,"삼각티백 종류 선택: 로즈마리차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",안녕하세요 사용 중입니다,1,
1158,1158,1158,158,158,23.02.25.,3,"삼각티백 종류 선택: 로즈마리차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",안녕하세요 사용 중입니다,1,
1159,1159,1159,159,159,23.02.23.,3,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",저렴하게 잘마시고 있어요.,1,
1160,1160,1160,160,160,22.12.19.,3,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","포장잘됐고 소분팩 같이와서 좋음_x000D_
근데 향이 연한듯",0,
1161,1161,1161,161,161,22.12.17.,3,"삼각티백 종류 선택: 유기농 캐모마일 티백 / 삼각티백 구성 선택: 25티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",티백에 들어있는 양이  생각보다 너무 작네요,0,
1162,1162,1162,162,162,22.12.17.,3,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",페퍼민트차는 향은 나는데 쿨한 목넘김이 약해요 두포씩 넣어서 먹어도 그맛이 넘 약하네요,0,
1163,1163,1163,163,163,22.12.16.,3,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요","첫주문_x000D_
신맛이 전혀 없어요 ㅠ_x000D_
물 500에 6개 넣어도 신맛 없어용.... _x000D_
배송 빨라요",0,
1164,1164,1164,164,164,22.12.15.,3,"삼각티백 종류 선택: 페퍼민트차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",맛이 좀 약해요 덜 시원,0,
1165,1165,1165,165,165,22.12.15.,3,"삼각티백 종류 선택: 대추차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",개별포장이 너무 작아서 하나만 넣으니까 밍밍하네여,0,
1166,1166,1166,166,166,22.12.13.,3,"삼각티백 종류 선택: 연잎차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도맛 없어요유통기한꽤 남았어요포장꼼꼼해요",연꽃잎은 맛있고 히비스커스는 토마토쥬스맛나요^^;,1,
1167,1167,1167,167,167,22.12.13.,3,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도맛 없어요유통기한꽤 남았어요포장꼼꼼해요",연꽃잎은 맛있고 히비스커스는 토마토쥬스맛나요^^;,1,
1168,1168,1168,168,168,22.12.13.,3,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도맛 없어요유통기한꽤 남았어요포장꼼꼼해요","지극히 순수한 맛, 연꽃잎은 맛있고, 히비스커스는 토마토쥬스맛입니다! ^^;",1,
1169,1169,1169,169,169,22.12.09.,3,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",좋아요 아주좋아요 아주아주,1,
1170,1170,1170,170,170,22.12.09.,3,"삼각티백 종류 선택: 구기자차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",수면에도움이 되나싶어서 삿어요,1,
1171,1171,1171,171,171,22.12.09.,3,"삼각티백 종류 선택: 쌍화차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",수면에도움이 된다해서 마셔보려구요,1,
1172,1172,1172,172,172,22.12.09.,3,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","다른 곳꺼 먹었을때보다 신맛이 덜 해요_x000D_
다른 곳꺼가 더 많이 들었던건지 _x000D_
여긴 맛이 약해요",0,
1173,1173,1173,173,173,22.12.07.,3,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",아직도 한잔도안마셔봤어기대하고있어요,1,
1174,1174,1174,174,174,22.12.05.,3,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",아직 마셔보지 않아서  먹어본후 후기 남기겠습니다,1,
1175,1175,1175,175,175,22.12.03.,3,"삼각티백 종류 선택: 라벤더차 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",매일 밤 마시공있어요,1,
1176,1176,1176,176,176,22.12.03.,3,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",배송 빠르게 잘도착했어요,1,
1177,1177,1177,177,177,22.12.01.,3,"삼각티백 종류 선택: 루이보스티 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",조아요조아요조아요^^,1,
1178,1178,1178,178,178,22.11.29.,3,"삼각티백 종류 선택: 히비스커스차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",배송이 빠릅니다. ㄹ,1,
1179,1179,1179,179,179,22.11.28.,3,"삼각티백 종류 선택: 캐모마일차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",봉지마다 양이다르고 그래서인지 향도 제각기네요,0,
1180,1180,1180,180,180,22.06.14.,3,"삼각티백 종류 선택: 16.로즈힙허브티 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","다른건 다좋은데 맛이 좀 약한거같아요_x000D_
좀더진하면 좋을거같아요",0,
1181,1181,1181,181,181,22.06.09.,3,"삼각티백 종류 선택: 04.히비스커스 티백 / 삼각티백 구성 선택: 10티백X5개_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",히비스커스 편하게 먹기좋게 되있네요,1,
1182,1182,1182,182,182,22.06.08.,3,"삼각티백 종류 선택: 05.레몬밤 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",포장도 지퍼백으롣 되어 있어 너무 좋네요.. 향도 좋고 맛도 좋아요,1,
1183,1183,1183,183,183,22.06.07.,3,"삼각티백 종류 선택: 03.페퍼민트 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",늘 마시던거라 주문 합니다.,1,
1184,1184,1184,184,184,22.06.06.,3,"삼각티백 종류 선택: 03.페퍼민트 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","향이 좀 독특해요 약간 쓴느낌?_x000D_
양도많고좋네요",1,#
1185,1185,1185,185,185,22.06.06.,3,"삼각티백 종류 선택: 01.루이보스 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요",차 맛이 저랑은 안 맞는 거 같아요~ 포장이나 배송은 잘 되어 왔습니다~,0,
1186,1186,1186,186,186,22.06.05.,3,"삼각티백 종류 선택: 01.루이보스 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",카페서 마셔보고 넘맛나서 구매했는데 맛나네요,1,
1187,1187,1187,187,187,22.06.03.,3,"삼각티백 종류 선택: 01.루이보스티 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요","맛있어요_x000D_
많이 파세요",1,
1188,1188,1188,188,188,22.05.31.,3,"삼각티백 종류 선택: 04.히비스커스 티백 / 삼각티백 구성 선택: 100티백_x000D_
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",맛있네요. 새콤달콤해요,1,
1189,1189,1189,189,189,22.05.26.,3,"삼각티백 종류 선택: 04.히비스커스 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",만족합니다~~~~~,1,
1190,1190,1190,190,190,22.05.23.,3,"삼각티백 종류 선택: 08.깔라만시차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도맛 없어요유통기한아주 넉넉해요포장꼼꼼해요","제 취향은 아닙니다_x000D_
깔라만시에이드의 새콤달콤한 맛이 날 줄 알았는데 차게 먹어도 따뜻하게 먹어도 써요",0,
1191,1191,1191,191,191,22.05.23.,3,"삼각티백 종류 선택: 02.캐모마일 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",불면증있는  동생에게 선물 했는데 좋아 하내요^^,1,
1192,1192,1192,192,192,22.05.21.,3,"삼각티백 종류 선택: 04.히비스커스 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",늦지 않게 잘 받았어요.,1,
1193,1193,1193,193,193,22.05.20.,3,"삼각티백 종류 선택: 12.라벤더차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",가격 대비 좋은 제품인것 같습니다. 그러나 많은 기대는 하면 안될것 같아요~,0,
1194,1194,1194,194,194,22.05.20.,3,"삼각티백 종류 선택: 04.히비스커스 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",가격 대비 좋은 제품인것 같습니다. 그러나 많은 기대는 하면 안될것 같아요~,0,
1195,1195,1195,195,195,22.05.20.,3,"삼각티백 종류 선택: 14.마리골드차 티백 / 삼각티백 구성 선택: 50티백x1개_x000D_
맛 만족도맛 없어요유통기한아주 넉넉해요포장적당해요",맛 없는건 알고 주문했고 색이 예뻤어요,0,
1196,1196,1196,196,196,22.05.18.,3,"삼각티백 종류 선택: 16.로즈힙허브티 티백 / 삼각티백 구성 선택: 50티백x2개_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요",장미향도 있고 맛도 괜찮아요,1,
1197,1197,1197,197,197,22.05.18.,3,"삼각티백 종류 선택: 02.캐모마일 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요","일단 배송이 온다는 날짜보다 늦었구요_x000D_
가루가 많이 떨어져요ㅠㅠ_x000D_
맛은 봐야겠습니다",0,
1198,1198,1198,198,198,22.05.16.,3,"삼각티백 종류 선택: 02.캐모마일 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",캐모마일 티백이 미세한 가루 부유물이 너무 많이 떠 올라 교환을 받았지만 이 역시도 그러네요 원물이라 어쩔 수 없는 부분이라는 답변을 받았지만  타 제품에선 가루 뜸 현상은 느껴보질 못했기에 의아하긴 하네요.,0,
1199,1199,1199,199,199,22.05.16.,3,"삼각티백 종류 선택: 15.마리골드차 티백 / 삼각티백 구성 선택: 100티백_x000D_
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",눈건강을 위해 마시고 있어요~,1,
1200,1200,1200,0,0,23.02.25.,1,모델: 프로/프로2 / 옵션: 프로01-마샬,냄새가  넘 나네요  아들이  샀는데  냄새땜에  못쓰고  ㅠ 버렸어요,0,
1201,1201,1201,1,1,23.01.13.,1,모델: 프로/프로2 / 옵션: 프로01-마샬,뚜껑 계속 떨어집니다,0,
1202,1202,1202,2,2,23.01.07.,1,모델: 프로/프로2 / 옵션: 프로01-마샬,본드지워지지않아요ㅜㅜ,0,
1203,1203,1203,3,3,22.11.10.,1,모델: 에어팟 1/2세대+카라비너 / 옵션: 02-투슬리스 화이트 캐릭터,"에어팟2세대 케이스를찾다가_x000D_
갖고다니기 이뻐보여서 샀는대_x000D_
구매한 케이스가 너무 뻑뻑해요_x000D_
_x000D_
뻑뻑한경우에 본체 빼는 방법이 있긴하지만_x000D_
머리부분도 뻑뻑해서 사용하다 에어팟_x000D_
부니될까봐 한번도 사용 못하고 버렸네요.",0,
1204,1204,1204,4,4,22.10.19.,1,모델: 에어팟 1/2세대+카라비너 / 옵션: 25-미니언즈,와이프 아이팟 케이스 용도로 잘 쓰고 있습니다.,1,
1205,1205,1205,5,5,22.05.04.,1,모델: 에어팟 1/2세대 공용 / 옵션: 49-테디도그 브라운,"사이즈도 안 맞고 뚜껑은 휙휙 벗겨지고 마감은 엉망이네요_x000D_
싼맛에 걍 머리 윗부분 테두리 도려내서 쓰려고 했는데 뚜껑이 날라가니 쓸 수도 없네요_x000D_
서비스 얹어 주기 보다는 제품 검수 제대로 해서 제대로 된 상품 보내 주시는게 맞을 듯 합니다",0,
1206,1206,1206,6,6,22.04.23.,1,모델: 에어팟 1/2세대 공용 / 옵션: 17-오리헤드폰,오염이 너무 심하고 찢어짐도 있어요 ㅠㅠㅠ 새건데 중고같아요 ㅠ,0,
1207,1207,1207,7,7,22.02.20.,1,모델: 에어팟 1/2세대용 / 옵션: 80-투명젤리케이스+키링,주문하기전에 톡으로 말해주면 하나 더주는거 원하는걸로 반영해준다하더니 주문하고나니깐 랜덤이라고 말바꿈 진짜 어이없고 별로,0,
1208,1208,1208,8,8,22.01.15.,1,모델: 2.에어팟 1/2세대 / 옵션: 02-마샬,"철가루방지 스티커 찢어져서 왔는데 그냥 쓰자 하고 부착하는데 다 끊어져 찢어짐 그래서 그냥 다 때버림 스티커는 진짜 아닌듯 _x000D_
케이스는 그나마 괜찮은데 공차없이 딱맞아서 뺴기 힘들정도로 딱맞음 _x000D_
근데 배송도 겁나 느림 출고는 빠른편인거 같은데 받아 보는대까지 오래걸렸음",0,
1209,1209,1209,9,9,22.01.05.,1,모델: 2.에어팟 1/2세대 / 옵션: 16-엠엔엠즈 옐로우,나무뻑뻑하고 빼려면 기계 고장날거 같음 빼기 힘듬,0,
1210,1210,1210,10,10,21.11.24.,1,모델: 2.에어팟 1／2세대 / 옵션: 04-닌텐도블루(하드),배송 너무 느려요 ㅡㅡ,0,
1211,1211,1211,11,11,21.10.02.,1,모델: 2.에어팟 1／2세대 / 옵션: 19-스프라이트＋키링,음..어...이쁘긴해요,1,#
1212,1212,1212,12,12,21.10.01.,1,모델: 1.에어팟 프로 / 옵션: 프로01-닌텐도스위치,"배송빠름_x000D_
냄새엄청남._x000D_
원가저렴한 중국산 제품임.",0,
1213,1213,1213,13,13,21.09.18.,1,모델: 2.에어팟 1／2세대 / 옵션: 08-스벅라떼,배송이 느려도 너무 느리네요,0,
1214,1214,1214,14,14,21.09.14.,1,모델: 1.에어팟 1／2세대 / 옵션: 01-닌텐도스위치,케이스뚜껑이 본체보다 큼ㅜㅜ,0,
1215,1215,1215,15,15,21.09.06.,1,모델: 1.에어팟 프로 / 옵션: 프로09-인스타,배송일주일 걸렸습니다,0,
1216,1216,1216,16,16,21.07.15.,1,모델: 2.에어팟 프로 / 옵션: 프로10-스팸,산것중에 제일 별로예요 싼티나고 무겁고 뚜껑자꾸 뒤집어지고 정말 최악이네용,0,
1217,1217,1217,17,17,21.06.28.,1,모델: 1.에어팟 1／2세대 / 옵션: 24-스팸,완전 무겁고 부피도 커서 들고다니라고 만든 상품이 아님. 심지어 같이 들어있는 고리도 불량. 아무리 싸다지만 이런 물건은 왜 파는건지 돈만 버렸음.,0,
