,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,기입날짜,별점,옵션,후기,sentiment,Unnamed: 6
1951,1951.0,151,151,19.03.29.,3,"해피테라스 삼각티백: 보이차 10티백
유통기한꽤 남았어요포장적당해요",맛있어요 좋아요. 짱,1.0,
1952,1952.0,152,152,19.03.29.,3,"해피테라스 삼각티백: 오미자차 10티백
유통기한꽤 남았어요포장적당해요",맛있어요 좋아요. 짱,1.0,
1953,1953.0,153,153,19.03.29.,3,"해피테라스 삼각티백: 루이보스티 10티백
유통기한꽤 남았어요포장적당해요",맛있어요 좋아요. 짱,1.0,
1954,1954.0,154,154,19.03.29.,3,"해피테라스 삼각티백: 생강차 10티백
유통기한꽤 남았어요포장적당해요",맛있어요 좋아요. 짱,1.0,
1955,1955.0,155,155,19.03.29.,3,"해피테라스 삼각티백: 페퍼민트차 10티백
유통기한꽤 남았어요포장적당해요",맛있어요 좋아요. 짱,1.0,
1956,1956.0,156,156,19.03.29.,3,"해피테라스 삼각티백: 레몬밤차 10티백
유통기한꽤 남았어요포장적당해요",맛있어요 좋아요. 짱,1.0,
1957,1957.0,157,157,19.02.06.,3,"해피테라스 삼각티백: 레몬그라스 10티백
유통기한아주 넉넉해요포장꼼꼼해요","가성비 정말 괜찮아요 
배송은 명절 전인데도 엄청 빨리 왔어요 
설 지나고 도착 할 줄 알았는데 다음 날 바로 왔던거 같아요
얼그레이는 언제 마셔도 너무 맛있어요
거의 다 마셔다는데 얼그레이는 더 구매하고 싶네요
아직 다 마셔보지는 않았지만 다른 것도 얼른 마셔보고 싶어요
레몬그라스? 이름이 잘 기억안나는데 사실 처음 마셔보는 차라 그냥 레몬 맛 나나보다 했는데 제 스타일은 아닌거 같아요 
유통기간은 엄청 넉넉해요 20년까지던데 유통기간 되기 전에 다 먹을 수 있을 거 같아요",0.0,
1958,1958.0,158,158,19.02.06.,3,"해피테라스 삼각티백: 캐모마일차 10티백
유통기한아주 넉넉해요포장꼼꼼해요","가성비 정말 괜찮아요 
배송은 명절 전인데도 엄청 빨리 왔어요 
설 지나고 도착 할 줄 알았는데 다음 날 바로 왔던거 같아요
얼그레이는 언제 마셔도 너무 맛있어요
거의 다 마셔다는데 얼그레이는 더 구매하고 싶네요
아직 다 마셔보지는 않았지만 다른 것도 얼른 마셔보고 싶어요
레몬그라스? 이름이 잘 기억안나는데 사실 처음 마셔보는 차라 그냥 레몬 맛 나나보다 했는데 제 스타일은 아닌거 같아요 
유통기간은 엄청 넉넉해요 20년까지던데 유통기간 되기 전에 다 먹을 수 있을 거 같아요",0.0,
1959,1959.0,159,159,18.12.15.,3,"해피테라스 삼각티백: 캐모마일차 10티백
유통기한꽤 남았어요포장적당해요",레몬그라스보다는 향이 나신하지만 비추ㅠㅠ,0.0,
1960,1960.0,160,160,22.11.17.,4,해피테라스 삼각티백: 히비스커스차 10티백,새콤하도 좋네요 다만 취향은 아니여서,0.0,
1961,1961.0,161,161,22.11.17.,4,해피테라스 삼각티백: 연잎차 10티백,요건 생각보다 좀 별로 였어요. 예전 시판용 사마셨을때도 사과향 같은게 났는데 요건 좀 써요,0.0,
1962,1962.0,162,162,22.11.15.,4,해피테라스 삼각티백: 보이차 10티백,맛있게 잘 먹었습니다.,1.0,
1963,1963.0,163,163,22.11.15.,4,해피테라스 삼각티백: 레몬밤차 10티백,레몬밤차는 처음 마셔보는데 향도 좋고 너무좋아요.,1.0,
1964,1964.0,164,164,22.11.13.,4,해피테라스 삼각티백: 히비스커스차 10티백,색깔이 붉그스름하고 새콤한 맛이에요 따뜻한 물에 우려야 더 잘 우러나요,1.0,
1965,1965.0,165,165,22.11.13.,4,해피테라스 삼각티백: 배도라지차 10티백,종류를 여러개 샀더니 배도라지는 아직도 많이 남았네요 무난하게 마실만 합니다,1.0,
1966,1966.0,166,166,22.11.06.,4,해피테라스 삼각티백: 캐모마일차 10티백,만족해요  ㆍ재구매 할께요,1.0,
1967,1967.0,167,167,22.11.06.,4,해피테라스 삼각티백: 구기자차 10티백,만족해요 ~~~재구매한ㅅ께요~,1.0,
1968,1968.0,168,168,22.10.22.,4,해피테라스 삼각티백: 비트차 10티백,따뜻하게   먹을러고 샀어요ㆍ잘 먹을께 요,1.0,
1969,1969.0,169,169,22.10.21.,4,해피테라스 삼각티백: 결명자차 10티백,결명자차가 눈에 좋다고 알고ㅠ있는데 맛은 어떨지 궁금해서 주문해봤어요 약간 씁쓰름하면서 입이 텁텁한 느낌이기도 한데.. 건강해질 것 같은 맛이랄까요 우려내면 색깔은 노오랗네요 눈에 효과가 있었으면 좋겠어요,1.0,#
1970,1970.0,170,170,22.10.21.,4,해피테라스 삼각티백: 생강차 10티백,타 먹는 생강차보다 깊은 맛은 다소 떨어지지만 그래도 만족스러운 편이에요,0.0,
1971,1971.0,171,171,22.10.15.,4,해피테라스 삼각티백: 루이보스티 10티백,여러가지 맛보려고 이것저것 담았어요 루이보스티는 무게감있고 씁쓰름한 맛이라서 제 취향은 아니지만 식수대용 가능하니 남은 9개는 꾸준히 먹어보려고 합니다 소량으로 다양한 티를 맛볼 수 있어서 좋아요 나머지 차들도 기대됩니다,0.0,
1972,1972.0,172,172,22.10.14.,4,해피테라스 삼각티백: 생강차 10티백,"배송 빨리왔습니다.
먹어보고 맛있는걸로 구매하려고 10개포장 여러개 시켰어요.소포장이라 이것저것 맛볼수 있어서 좋네요.
쌍화차마셔봤는데 한약맛?아니고 크게 거부감없는 맑은차같아요.",1.0,
1973,1973.0,173,173,22.10.06.,4,해피테라스 삼각티백: 작두콩차 10티백,작두콩은 비염에 좋답니다.,1.0,
1974,1974.0,174,174,22.10.05.,4,해피테라스 삼각티백: 레몬밤차 10티백,배송 잘못되서 다시 받았고 차는 괜찮네요,0.0,
1975,1975.0,175,175,22.09.28.,4,해피테라스 삼각티백: 결명자차 10티백,처음 주문해서 먹어 보는데 괜찮네요.,1.0,
1976,1976.0,176,176,22.09.28.,4,해피테라스 삼각티백: 둥굴레차 10티백,처음 주문해서 먹어 보는데 괜찮네요.,1.0,
1977,1977.0,177,177,22.09.28.,4,해피테라스 삼각티백: 우엉차 10티백,처음 주문해서 먹어 보는데 괜찮네요.,1.0,
1978,1978.0,178,178,22.09.28.,4,해피테라스 삼각티백: 보이차 10티백,처음 주문해서 먹어 보는데 괜찮네요.,1.0,
1979,1979.0,179,179,22.09.28.,4,해피테라스 삼각티백: 작두콩차 10티백,처음 주문해서 먹어 보는데 괜찮네요.,1.0,
1980,1980.0,180,180,22.02.28.,4,해피테라스 삼각티백: 잉글리쉬 블랙퍼스트 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1981,1981.0,181,181,22.02.28.,4,해피테라스 삼각티백: 얼그레이 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1982,1982.0,182,182,22.02.28.,4,해피테라스 삼각티백: 다즐링 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1983,1983.0,183,183,22.02.28.,4,해피테라스 삼각티백: 허니부쉬차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1984,1984.0,184,184,22.02.28.,4,해피테라스 삼각티백: 레몬밤차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1985,1985.0,185,185,22.02.28.,4,해피테라스 삼각티백: 캐모마일차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1986,1986.0,186,186,22.02.28.,4,해피테라스 삼각티백: 마테차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1987,1987.0,187,187,22.02.28.,4,해피테라스 삼각티백: 핑거루트 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1988,1988.0,188,188,22.02.28.,4,해피테라스 삼각티백: 깔라만시차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1989,1989.0,189,189,22.02.28.,4,해피테라스 삼각티백: 구기자차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1990,1990.0,190,190,22.02.28.,4,해피테라스 삼각티백: 오미자차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1991,1991.0,191,191,22.02.28.,4,해피테라스 삼각티백: 작두콩차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1992,1992.0,192,192,22.02.28.,4,해피테라스 삼각티백: 히비스커스차 10티백,생각보다 더 괜찮은 거 같아요 ㅎㅎ,1.0,
1993,1993.0,193,193,22.02.19.,4,해피테라스 삼각티백: 돼지감자차 10티백,"포장이 깔끔해서 좋네요
돼지감자차는 좀 써요",0.0,
1994,1994.0,194,194,22.02.16.,4,해피테라스 삼각티백: 레몬밤차 10티백,늦은배송으로 실망했는데 차한잔 마시고 기분좋아졌어요..향도진하고 부드럽고 좋네요..담번에도 재구매할거예요.,0.0,
1995,1995.0,195,195,22.02.16.,4,해피테라스 삼각티백: 캐모마일차 10티백,"해피테라스에서 레몬밤차.캐모마일 두종류 tea백 주문했는데 낱개포장인줄알았는데 10개씩 들어있네요.
차 향이 진하게 우려나고 부드럽고 좋네요..배송이 늦어서 별하나 뺐어요..담번에도 재구매할거예요 .",0.0,
1996,1996.0,196,196,22.02.16.,4,해피테라스 삼각티백: 감잎차10티백,생각보다 별로일 줄 알았는데 맛있어요,1.0,
1997,1997.0,197,197,22.02.16.,4,해피테라스 삼각티백: 페퍼민트차 10티백,민트맛이 확 나서 민초파는 만족합니다!,1.0,
1998,1998.0,198,198,22.02.16.,4,해피테라스 삼각티백: 루이보스티 10티백,생각보다 입맛에 안 맞았어요 ㅠㅠ,0.0,
1999,1999.0,199,199,22.02.16.,4,해피테라스 삼각티백: 녹차 10티백,녹차 안에 양이 작아요 ㅎㅎ,0.0,
2000,2000.0,101,101,21.12.29.,4,모델: 1.NEW 에어팟3세대 / 옵션: 06-스키틀즈,마감이 좋지는 않아서 다듬어서 끼웠어요~귀엽다고 좋아하네요~,0.0,
2001,2001.0,102,102,23.04.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 49-반투명,사은품이 본품만큼 좋네욤 빠른배송감사하구요 번창하새요,1.0,
2002,2002.0,103,103,23.04.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,케이스가 아주 맘에들어요,1.0,
2003,2003.0,104,104,23.04.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 36-설리,저렴하게 잘 샀습니다. 감사합니다!,1.0,
2004,2004.0,105,105,23.04.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 19-닌텐도,배송빠르고 디자인 넘이뻐요,1.0,
2005,2005.0,106,106,23.04.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 03-닌텐도 조이스틱,"케이스 너무 귀여워요^_^
 강추!!",1.0,
2006,2006.0,107,107,23.04.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,"샀는데 또 사고 싶어서
다음것도 주문들어갑니다.
자주 떨어틀어서 꼭 케이스
있어야해요^_^",1.0,
2007,2007.0,108,108,23.04.11.,5,모델: 1.NEW 에어팟3세대 / 옵션: 14-고양이발 핑크,배송이 빠르고 뇌물로 주신 케이스 너무 좋아요,1.0,
2008,2008.0,109,109,23.04.11.,5,모델: 1.NEW 에어팟3세대 / 옵션: 13-냥이 블랙,배송도 빠르고 뇌물로 주신 케이스가 너무 좋아요,1.0,
2009,2009.0,110,110,23.04.10.,5,모델: 1.NEW 에어팟3세대 / 옵션: 20-잠만보,너무 귀엽고 이뻐요😁😁,1.0,
2010,2010.0,111,111,23.04.10.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,너무 예쁘네요..  좋습니다,1.0,
2011,2011.0,112,112,23.04.10.,5,모델: 1.NEW 에어팟3세대 / 옵션: 12-냥이 화이트,저렴하게 많이 받았네요,1.0,
2012,2012.0,113,113,23.04.10.,5,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,"너무 귀여워서 선물해주기 좋아요
이것저것 덤으로 더주시고 무선충전 인식도 되고 너무 좋아요",1.0,
2013,2013.0,114,114,23.04.10.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,"아 너무 귀여워서 선물해주기 좋아요
이것저것 덤으로 더주시고 무선충전 인식도 되고 너무 좋아요",1.0,
2014,2014.0,115,115,23.04.10.,5,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,튼튼하고 보호를 잘 해줘요,1.0,
2015,2015.0,116,116,23.04.08.,5,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,마음에 드는 랜덤 에어팟 케이스 주셔서 좋음,1.0,
2016,2016.0,117,117,23.04.06.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,만족해요 잘 사용할게요,1.0,
2017,2017.0,118,118,23.04.06.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,튼튼하고 좋아요!!,1.0,
2018,2018.0,119,119,23.04.05.,5,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,쿼카 넘귀!! 사은품도 많고 좋아용,1.0,
2019,2019.0,120,120,23.03.24.,5,모델: 1.NEW 에어팟3세대 / 옵션: 10-아따공룡,넘귀여워용🥹🥹❤️,1.0,
2020,2020.0,121,121,23.03.24.,5,모델: 1.NEW 에어팟3세대 / 옵션: 16-오리모자,넘 귀여워요~~🥹👍,1.0,
2021,2021.0,122,122,23.03.22.,5,모델: 1.NEW 에어팟3세대 / 옵션: 09-테디도그브라운,상품좋아요. 배송도 빨라요,1.0,
2022,2022.0,123,123,23.03.22.,5,모델: 1.NEW 에어팟3세대 / 옵션: 20-잠만보,너무너무너무 좋아요,1.0,
2023,2023.0,124,124,23.03.21.,5,모델: 1.NEW 에어팟3세대 / 옵션: 51-레몬,케이스 2개 구매했는데 사은품을 더 많이 주네요 케이스 이뻐요 감사합니다,1.0,
2024,2024.0,125,125,23.03.21.,5,모델: 1.NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,"케이스 두개 샀더니 키링도 주고 케이스 2개 더 주고 서비스가 좋네요 
케이스도 깔끔하게 이뻐요 감사합니다",1.0,
2025,2025.0,126,126,23.03.20.,5,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬,곰돌이 너무 귀여워,1.0,
2026,2026.0,127,127,23.03.18.,5,모델: 1.NEW 에어팟3세대 / 옵션: 31-고양이발 핑크,배송빠르고 좋아요.,1.0,
2027,2027.0,128,128,23.03.18.,5,모델: 1.NEW 에어팟3세대 / 옵션: 30-냥이 블랙,배송빠르고 질도 좋네요,1.0,
2028,2028.0,129,129,23.03.18.,5,모델: 1.NEW 에어팟3세대 / 옵션: 19-몬스터볼,"오, 너무 귀엽습니다. 같이 무료로 동봉해준 상품들도 잘 쓰겠습니다",1.0,
2029,2029.0,130,130,23.03.18.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,만족합니다 좋아요~,1.0,
2030,2030.0,131,131,23.03.17.,5,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,"귀엽고 싸요
에어팟을 보호할 수 있어서 좋네요",1.0,
2031,2031.0,132,132,23.03.17.,5,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬,너무 깜찍해서 놀람 대만족쿠 서비스도 빵빵,1.0,
2032,2032.0,133,133,23.03.16.,5,모델: 1.NEW 에어팟3세대 / 옵션: 22-버섯,배송빠르고 좋아요 잘쓸께요,1.0,
2033,2033.0,134,134,23.03.16.,5,모델: 1.NEW 에어팟3세대 / 옵션: 34-공룡이핑크,싸구려 색상이 아니라 예쁜 색이에요,1.0,
2034,2034.0,135,135,23.03.15.,5,모델: 1.NEW 에어팟3세대 / 옵션: 04-닌텐도,빠르고 좋네요 굿ㄱ,1.0,
2035,2035.0,136,136,23.03.15.,5,모델: 1.NEW 에어팟3세대 / 옵션: 15-볼터치공룡그린,빠르게 왓습니다 이쁘고 좋네요,1.0,
2036,2036.0,137,137,23.03.14.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,이쁘고 귀여워용 ㅎㅎ,1.0,
2037,2037.0,138,138,23.03.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 41-조이패드 블랙,ㅔㅂ리베리베리베리베리베리베리베리베리베리굿,1.0,
2038,2038.0,139,139,23.03.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,귀여워요 너무 귀여워,1.0,
2039,2039.0,140,140,23.02.26.,5,모델: 1.NEW 에어팟3세대 / 옵션: 29-냥이 화이트,랜덤이라지만 귀엽고 마음에 드는것만 보내주셔서 감사합니다~,1.0,
2040,2040.0,141,141,23.02.26.,5,모델: 1.NEW 에어팟3세대 / 옵션: 11-시바얼굴,감사합니다 잘 이용하도록 하겠습니다,1.0,
2041,2041.0,142,142,23.02.26.,5,모델: 1.NEW 에어팟3세대 / 옵션: 60-블랙,감사합니다 잘 이용하도록 하겠습니다,1.0,
2042,2042.0,143,143,23.02.26.,5,모델: 1.NEW 에어팟3세대 / 옵션: 47-미러베어 블랙,여전히 너무 귀엽고 볼 때마다 만족스러워요,1.0,
2043,2043.0,144,144,23.02.26.,5,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,놀이공원에서 사용하려고 샀는데 가성비 좋아요,1.0,
2044,2044.0,145,145,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,처음엔 케이스가 너무 큰가 싶었지만 지금은 너무 귀여워요❤️,1.0,
2045,2045.0,146,146,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,친구 생일선물로 주려고 샀어요 이거 진짜 귀여워요 이 가격이면 진짜 가성비 쩌는듯!,1.0,
2046,2046.0,147,147,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 10-테디도그 화이트,너무좋아요 너무많이주셨어요 감사해요,1.0,
2047,2047.0,148,148,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,배송 물건너무좋아요 2개시켰는데본품 4개가더왔어오 기분업됐어요 대박이에요,1.0,
2048,2048.0,149,149,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,사이즈 딱 맞고 넘귀여워욤!! 불들어오는 것도 잘 보입니다-,1.0,
2049,2049.0,150,150,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 56-밀크티,"혜자입니다 최고최고
서비스로 받은 케이스도 좋아하는 색이라 마음에 쏙 들어요 진짜 최고최고",1.0,
2050,2050.0,151,151,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 49-반투명,"이렇게 팔아도 마진이 남으시나요ㅠㅠ 혜자입니다.
서비스로 받은 케이스도 어떻게 아셨는지 제가 좋아하는 색으로만 넣어주셨어요ㅠㅠ
잘쓸게요 감사합니다",1.0,
2051,2051.0,152,152,23.02.24.,5,모델: 1.NEW 에어팟3세대 / 옵션: 63-밀키핑크,"저 왠만하면 안남기는데 취향저격 사장님 이러면 뭐 남아요?? 반신반의로 구매....너무 마음에 들어서 만족을 할수밖에 없음 ㅜㅜㅜ 배송 짱빠름, 저렴해, 예뻐, 뭐 하나 안빠짐 감사해요 선물 받은 느낌이예요 ㅜㅜㅜ",1.0,
2052,2052.0,153,153,23.02.23.,5,모델: 1.NEW 에어팟3세대 / 옵션: 30-냥이 블랙,너무 깜찍하고 이쁘고 서비스로 주신것도 맘에 들어요,1.0,
2053,2053.0,154,154,23.02.23.,5,모델: 1.NEW 에어팟3세대 / 옵션: 55-퍼플,색깔 넘 예쁘고 딱 맞게 끼워지네요 잘 사용하겠습니다 ㅎㅎ,1.0,
2054,2054.0,155,155,23.02.23.,5,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,케이스 너무 이뻐요 하나 샀는데 두개나 왔네요 케이스도 탄탄하고 무슨 가게 문 닫나 싶을 정도였어요,1.0,
2055,2055.0,156,156,23.02.23.,5,모델: 1.NEW 에어팟3세대 / 옵션: 06-아따공룡,"배송도 괜찮고
무엇보다 무료배송에 1+2 여서
하나만 샀는데도 2개가 더 와서 기분에 따라 바꿔가며 쓸수있어서 좋네요",1.0,
2056,2056.0,157,157,23.02.23.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,귀여워요. 너무 귀여워서 에어팟 볼 때마다 행복해요.,1.0,
2057,2057.0,158,158,23.02.22.,5,모델: 1.NEW 에어팟3세대 / 옵션: 21-마리오,넘넘 귀여워요.... 마리오를 주문했는데 아이언맨이 같이왔어요 ㅠ_ㅠ 취저!!!!!,1.0,
2058,2058.0,159,159,23.02.22.,5,모델: 1.NEW 에어팟3세대 / 옵션: 55-퍼플,"1개 주문했는데 +2여서 너무 기분 좋았어요
에어팟에 딱 맞춰서 들어가요~",1.0,
2059,2059.0,160,160,23.02.03.,5,모델: 1.NEW 에어팟3세대 / 옵션: 19-몬스터볼,아직 에어팟이 배송이 안되서 착용은 못해봤지만 이뻐서 만족합니다!!,1.0,
2060,2060.0,161,161,23.02.02.,5,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,너무 귀여워서 오열..ㅠㅠㅠ,1.0,
2061,2061.0,162,162,23.02.02.,5,모델: 1.NEW 에어팟3세대 / 옵션: 10-테디도그 화이트,배송도 짱빠르고 넘 예쁘네요ㅎㅎㅎ 사은품도 짱이에요~!!!,1.0,
2062,2062.0,163,163,23.02.02.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,너무 귀여워요! 추가로 주신것도 감사합니다!,1.0,
2063,2063.0,164,164,23.02.02.,5,모델: 1.NEW 에어팟3세대 / 옵션: 22-버섯,빠른배송 알찬구성 너무좋아요^^,1.0,
2064,2064.0,165,165,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 30-냥이 블랙,"싼가격에 3개나 구매한 기분이에요!! 
배송도 빠르고 사진이랑 너무 똑같아요!!",1.0,
2065,2065.0,166,166,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬,마샬 케이스 사이즈도 딱 맞고 너무 귀여워요🤩,1.0,
2066,2066.0,167,167,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 37-마이크,디자인도 예쁘고 괜찮네요! 하나 더 주니 최고입니다!,1.0,
2067,2067.0,168,168,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,에그토스트 좋아해서 이걸로 샀는데 너무 귀여워요!! 귀여운 공룡이랑 분홍분홍한 케이스도 같이 주셔서 너무 감사합니다!!ㅠㅠ 쏘 큐트입니다-!,1.0,
2068,2068.0,169,169,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,너무 귀여워요 미치겠음,1.0,
2069,2069.0,170,170,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 41-조이패드 블랙,사장님 진지하게 한마디할게요 이렇게 보내주시면 파셔서 뭐가 남아요?너무 귀엽잖아요 ㅠㅠ2개만시켰을뿐인데 이렇게 많이 보내주시고 서비스마인드 진심 대박이신 사장님 다음에 또 여기서 사겠습니다 번창하세용!!,1.0,
2070,2070.0,171,171,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,"원했던 색상 외에 더 보내주셔서 고맙습니다 번갈아가면서 잘 쓸게요
에어팟에 이쁘게 잘 맞네요",1.0,
2071,2071.0,172,172,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 52-레드,귀여운자식들이 넘 많아서 행복했떠욤,1.0,
2072,2072.0,173,173,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 07-오리모자,서비스까지 챙겨주셔서 너무 감사했습니다. 자주 이용할게요오옹오옹,1.0,
2073,2073.0,174,174,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,귀여운 케이스 하나를 구입했는데 두개가 오다니요~ 완전 특템입니다! 보너스 케이스는 랜덤으로 오긴했는데 제 맘에 쏙 드는 귀여운 케이스로 왔네요 ㅎㅎ 좋은 제품 감사합니다!,1.0,
2074,2074.0,175,175,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,안에 붙이는 건 없어서 다이소에서 붙여써야할 거 같긴 한데 귀엽네요 2개 샀는데 6개 와서 놀랐네요 다 쓸진 모르겠지만 몬스터볼이 젤 귀여워요 그리고 젤 빡빡함,0.0,
2075,2075.0,176,176,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 30-냥이 블랙,"우와 하나샀는데 세개나!!
넘 귀여워용 
에어팟3 찾기도 힘들었는데ㅜㅠ
 감사합니당ㅎㅎ",1.0,
2076,2076.0,177,177,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 52-레드,잘받았습니다 만족합니다,1.0,
2077,2077.0,178,178,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,"군복무중이라 사진은 못찍지만 ㅠㅠ
제가 원하던 케이스를 2개나 더 받았어요
전에 에어팟2 쓸때도 여기서 샀었는데 너무 기여워요 구매 강추드려용!!",1.0,
2078,2078.0,179,179,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 18-불독블랙,너무만족해요 배송도빠르고 무엇보다 서비스가.. 혜자에요 한개를 시켰는데 3개가 왔어요 너무귀여워요 감사합니다!!!,1.0,
2079,2079.0,180,180,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 12-시바몸통,너무 잘받았습니다 사은품도 일반 사은품으로 주는줄 알았는데 보기에 있는것중 골라주시는거네요 잘쓸게요,1.0,
2080,2080.0,181,181,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,너무 잘받았습니다 사은품도 일반 사은품으로 주는줄 알았는데 보기에 있는것중 골라주시는거네요 잘쓸게요,1.0,
2081,2081.0,182,182,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,"이가격이라니… 말도안됩니다ㅋㅋㅋ
잘쓸게여 사장님",1.0,
2082,2082.0,183,183,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,가성비 최고입니다 굿굿,1.0,
2083,2083.0,184,184,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,귀엽고 좋습니다 굿,1.0,
2084,2084.0,185,185,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 11-시바얼굴,저렴한만큼 품질도 딱그만큼입니다,0.0,
2085,2085.0,186,186,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 17-우비피기,"사이즈가 넘 딱맞고 귀여워요..
사은품도 넘 만에들어요❤️",1.0,
2086,2086.0,187,187,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 04-닌텐도,"저렴한 가격에 서비스도 주시고 무료배송이고 너무 만족스럽습니다!
감사합니다",1.0,
2087,2087.0,188,188,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,"품질은 최고
가격은 최저
1+1으로 만족 두배
여기에 무료배송이라굽쇼
대박 나세요 사장님",1.0,
2088,2088.0,189,189,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 21-마리오,질이 좋아요.아들이 맘에 들어해요,1.0,
2089,2089.0,190,190,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,빠른배송에 좋은 상품,1.0,
2090,2090.0,191,191,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 61-캔디화이트,배송도 빠르고 케이스도 더 와서 좋았어요,1.0,
