,Unnamed: 0,기입날짜,별점,옵션,후기,sentiment,,Unnamed: 6
106,106,23.04.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 03-닌텐도 조이스틱,"케이스 너무 귀여워요^_^
 강추!!",1,1,
107,107,23.04.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,"샀는데 또 사고 싶어서
다음것도 주문들어갑니다.
자주 떨어틀어서 꼭 케이스
있어야해요^_^",1,1,
108,108,23.04.11.,5,모델: 1.NEW 에어팟3세대 / 옵션: 14-고양이발 핑크,배송이 빠르고 뇌물로 주신 케이스 너무 좋아요,1,1,
109,109,23.04.11.,5,모델: 1.NEW 에어팟3세대 / 옵션: 13-냥이 블랙,배송도 빠르고 뇌물로 주신 케이스가 너무 좋아요,1,1,
110,110,23.04.10.,5,모델: 1.NEW 에어팟3세대 / 옵션: 20-잠만보,너무 귀엽고 이뻐요😁😁,1,1,
111,111,23.04.10.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,너무 예쁘네요..  좋습니다,1,1,
112,112,23.04.10.,5,모델: 1.NEW 에어팟3세대 / 옵션: 12-냥이 화이트,저렴하게 많이 받았네요,1,1,
113,113,23.04.10.,5,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,"너무 귀여워서 선물해주기 좋아요
이것저것 덤으로 더주시고 무선충전 인식도 되고 너무 좋아요",1,1,
114,114,23.04.10.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,"아 너무 귀여워서 선물해주기 좋아요
이것저것 덤으로 더주시고 무선충전 인식도 되고 너무 좋아요",1,1,
115,115,23.04.10.,5,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,튼튼하고 보호를 잘 해줘요,1,1,
116,116,23.04.08.,5,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,마음에 드는 랜덤 에어팟 케이스 주셔서 좋음,1,1,
117,117,23.04.06.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,만족해요 잘 사용할게요,1,1,
118,118,23.04.06.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,튼튼하고 좋아요!!,1,1,
119,119,23.04.05.,5,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,쿼카 넘귀!! 사은품도 많고 좋아용,1,1,
120,120,23.03.24.,5,모델: 1.NEW 에어팟3세대 / 옵션: 10-아따공룡,넘귀여워용🥹🥹❤️,1,1,
121,121,23.03.24.,5,모델: 1.NEW 에어팟3세대 / 옵션: 16-오리모자,넘 귀여워요~~🥹👍,1,1,
122,122,23.03.22.,5,모델: 1.NEW 에어팟3세대 / 옵션: 09-테디도그브라운,상품좋아요. 배송도 빨라요,1,1,
123,123,23.03.22.,5,모델: 1.NEW 에어팟3세대 / 옵션: 20-잠만보,너무너무너무 좋아요,1,1,
124,124,23.03.21.,5,모델: 1.NEW 에어팟3세대 / 옵션: 51-레몬,케이스 2개 구매했는데 사은품을 더 많이 주네요 케이스 이뻐요 감사합니다,1,1,
125,125,23.03.21.,5,모델: 1.NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,"케이스 두개 샀더니 키링도 주고 케이스 2개 더 주고 서비스가 좋네요 
케이스도 깔끔하게 이뻐요 감사합니다",1,1,
126,126,23.03.20.,5,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬,곰돌이 너무 귀여워,1,1,
127,127,23.03.18.,5,모델: 1.NEW 에어팟3세대 / 옵션: 31-고양이발 핑크,배송빠르고 좋아요.,1,1,
128,128,23.03.18.,5,모델: 1.NEW 에어팟3세대 / 옵션: 30-냥이 블랙,배송빠르고 질도 좋네요,1,1,
129,129,23.03.18.,5,모델: 1.NEW 에어팟3세대 / 옵션: 19-몬스터볼,"오, 너무 귀엽습니다. 같이 무료로 동봉해준 상품들도 잘 쓰겠습니다",1,1,
130,130,23.03.18.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,만족합니다 좋아요~,1,1,
131,131,23.03.17.,5,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,"귀엽고 싸요
에어팟을 보호할 수 있어서 좋네요",1,1,
132,132,23.03.17.,5,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬,너무 깜찍해서 놀람 대만족쿠 서비스도 빵빵,1,1,
133,133,23.03.16.,5,모델: 1.NEW 에어팟3세대 / 옵션: 22-버섯,배송빠르고 좋아요 잘쓸께요,1,1,
134,134,23.03.16.,5,모델: 1.NEW 에어팟3세대 / 옵션: 34-공룡이핑크,싸구려 색상이 아니라 예쁜 색이에요,1,1,
135,135,23.03.15.,5,모델: 1.NEW 에어팟3세대 / 옵션: 04-닌텐도,빠르고 좋네요 굿ㄱ,1,1,
136,136,23.03.15.,5,모델: 1.NEW 에어팟3세대 / 옵션: 15-볼터치공룡그린,빠르게 왓습니다 이쁘고 좋네요,1,1,
137,137,23.03.14.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,이쁘고 귀여워용 ㅎㅎ,1,1,
138,138,23.03.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 41-조이패드 블랙,ㅔㅂ리베리베리베리베리베리베리베리베리베리굿,1,1,
139,139,23.03.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,귀여워요 너무 귀여워,1,1,
140,140,23.02.26.,5,모델: 1.NEW 에어팟3세대 / 옵션: 29-냥이 화이트,랜덤이라지만 귀엽고 마음에 드는것만 보내주셔서 감사합니다~,1,1,
141,141,23.02.26.,5,모델: 1.NEW 에어팟3세대 / 옵션: 11-시바얼굴,감사합니다 잘 이용하도록 하겠습니다,1,1,
142,142,23.02.26.,5,모델: 1.NEW 에어팟3세대 / 옵션: 60-블랙,감사합니다 잘 이용하도록 하겠습니다,1,1,
143,143,23.02.26.,5,모델: 1.NEW 에어팟3세대 / 옵션: 47-미러베어 블랙,여전히 너무 귀엽고 볼 때마다 만족스러워요,1,1,
144,144,23.02.26.,5,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,놀이공원에서 사용하려고 샀는데 가성비 좋아요,1,1,
145,145,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,처음엔 케이스가 너무 큰가 싶었지만 지금은 너무 귀여워요❤️,1,1,
146,146,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,친구 생일선물로 주려고 샀어요 이거 진짜 귀여워요 이 가격이면 진짜 가성비 쩌는듯!,1,1,
147,147,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 10-테디도그 화이트,너무좋아요 너무많이주셨어요 감사해요,1,1,
148,148,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,배송 물건너무좋아요 2개시켰는데본품 4개가더왔어오 기분업됐어요 대박이에요,1,1,
149,149,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,사이즈 딱 맞고 넘귀여워욤!! 불들어오는 것도 잘 보입니다-,1,1,
150,150,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 56-밀크티,"혜자입니다 최고최고
서비스로 받은 케이스도 좋아하는 색이라 마음에 쏙 들어요 진짜 최고최고",1,1,
151,151,23.02.25.,5,모델: 1.NEW 에어팟3세대 / 옵션: 49-반투명,"이렇게 팔아도 마진이 남으시나요ㅠㅠ 혜자입니다.
서비스로 받은 케이스도 어떻게 아셨는지 제가 좋아하는 색으로만 넣어주셨어요ㅠㅠ
잘쓸게요 감사합니다",1,1,
152,152,23.02.24.,5,모델: 1.NEW 에어팟3세대 / 옵션: 63-밀키핑크,"저 왠만하면 안남기는데 취향저격 사장님 이러면 뭐 남아요?? 반신반의로 구매....너무 마음에 들어서 만족을 할수밖에 없음 ㅜㅜㅜ 배송 짱빠름, 저렴해, 예뻐, 뭐 하나 안빠짐 감사해요 선물 받은 느낌이예요 ㅜㅜㅜ",1,1,
153,153,23.02.23.,5,모델: 1.NEW 에어팟3세대 / 옵션: 30-냥이 블랙,너무 깜찍하고 이쁘고 서비스로 주신것도 맘에 들어요,1,1,
154,154,23.02.23.,5,모델: 1.NEW 에어팟3세대 / 옵션: 55-퍼플,색깔 넘 예쁘고 딱 맞게 끼워지네요 잘 사용하겠습니다 ㅎㅎ,1,1,
155,155,23.02.23.,5,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,케이스 너무 이뻐요 하나 샀는데 두개나 왔네요 케이스도 탄탄하고 무슨 가게 문 닫나 싶을 정도였어요,1,1,
156,156,23.02.23.,5,모델: 1.NEW 에어팟3세대 / 옵션: 06-아따공룡,"배송도 괜찮고
무엇보다 무료배송에 1+2 여서
하나만 샀는데도 2개가 더 와서 기분에 따라 바꿔가며 쓸수있어서 좋네요",1,1,
157,157,23.02.23.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,귀여워요. 너무 귀여워서 에어팟 볼 때마다 행복해요.,1,1,
158,158,23.02.22.,5,모델: 1.NEW 에어팟3세대 / 옵션: 21-마리오,넘넘 귀여워요.... 마리오를 주문했는데 아이언맨이 같이왔어요 ㅠ_ㅠ 취저!!!!!,1,1,
159,159,23.02.22.,5,모델: 1.NEW 에어팟3세대 / 옵션: 55-퍼플,"1개 주문했는데 +2여서 너무 기분 좋았어요
에어팟에 딱 맞춰서 들어가요~",1,1,
160,160,23.02.03.,5,모델: 1.NEW 에어팟3세대 / 옵션: 19-몬스터볼,아직 에어팟이 배송이 안되서 착용은 못해봤지만 이뻐서 만족합니다!!,1,1,
161,161,23.02.02.,5,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,너무 귀여워서 오열..ㅠㅠㅠ,1,1,
162,162,23.02.02.,5,모델: 1.NEW 에어팟3세대 / 옵션: 10-테디도그 화이트,배송도 짱빠르고 넘 예쁘네요ㅎㅎㅎ 사은품도 짱이에요~!!!,1,1,
163,163,23.02.02.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,너무 귀여워요! 추가로 주신것도 감사합니다!,1,1,
164,164,23.02.02.,5,모델: 1.NEW 에어팟3세대 / 옵션: 22-버섯,빠른배송 알찬구성 너무좋아요^^,1,1,
165,165,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 30-냥이 블랙,"싼가격에 3개나 구매한 기분이에요!! 
배송도 빠르고 사진이랑 너무 똑같아요!!",1,1,
166,166,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬,마샬 케이스 사이즈도 딱 맞고 너무 귀여워요🤩,1,1,
167,167,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 37-마이크,디자인도 예쁘고 괜찮네요! 하나 더 주니 최고입니다!,1,1,
168,168,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,에그토스트 좋아해서 이걸로 샀는데 너무 귀여워요!! 귀여운 공룡이랑 분홍분홍한 케이스도 같이 주셔서 너무 감사합니다!!ㅠㅠ 쏘 큐트입니다-!,1,1,
169,169,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,너무 귀여워요 미치겠음,1,1,
170,170,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 41-조이패드 블랙,사장님 진지하게 한마디할게요 이렇게 보내주시면 파셔서 뭐가 남아요?너무 귀엽잖아요 ㅠㅠ2개만시켰을뿐인데 이렇게 많이 보내주시고 서비스마인드 진심 대박이신 사장님 다음에 또 여기서 사겠습니다 번창하세용!!,1,1,
171,171,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,"원했던 색상 외에 더 보내주셔서 고맙습니다 번갈아가면서 잘 쓸게요
에어팟에 이쁘게 잘 맞네요",1,1,
172,172,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 52-레드,귀여운자식들이 넘 많아서 행복했떠욤,1,1,
173,173,23.02.01.,5,모델: 1.NEW 에어팟3세대 / 옵션: 07-오리모자,서비스까지 챙겨주셔서 너무 감사했습니다. 자주 이용할게요오옹오옹,1,1,
174,174,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,귀여운 케이스 하나를 구입했는데 두개가 오다니요~ 완전 특템입니다! 보너스 케이스는 랜덤으로 오긴했는데 제 맘에 쏙 드는 귀여운 케이스로 왔네요 ㅎㅎ 좋은 제품 감사합니다!,1,1,
175,175,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,안에 붙이는 건 없어서 다이소에서 붙여써야할 거 같긴 한데 귀엽네요 2개 샀는데 6개 와서 놀랐네요 다 쓸진 모르겠지만 몬스터볼이 젤 귀여워요 그리고 젤 빡빡함,0,0,
176,176,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 30-냥이 블랙,"우와 하나샀는데 세개나!!
넘 귀여워용 
에어팟3 찾기도 힘들었는데ㅜㅠ
 감사합니당ㅎㅎ",1,1,
177,177,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 52-레드,잘받았습니다 만족합니다,1,1,
178,178,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,"군복무중이라 사진은 못찍지만 ㅠㅠ
제가 원하던 케이스를 2개나 더 받았어요
전에 에어팟2 쓸때도 여기서 샀었는데 너무 기여워요 구매 강추드려용!!",1,1,
179,179,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 18-불독블랙,너무만족해요 배송도빠르고 무엇보다 서비스가.. 혜자에요 한개를 시켰는데 3개가 왔어요 너무귀여워요 감사합니다!!!,1,1,
180,180,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 12-시바몸통,너무 잘받았습니다 사은품도 일반 사은품으로 주는줄 알았는데 보기에 있는것중 골라주시는거네요 잘쓸게요,1,1,
181,181,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,너무 잘받았습니다 사은품도 일반 사은품으로 주는줄 알았는데 보기에 있는것중 골라주시는거네요 잘쓸게요,1,1,
182,182,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,"이가격이라니… 말도안됩니다ㅋㅋㅋ
잘쓸게여 사장님",1,1,
183,183,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,가성비 최고입니다 굿굿,1,1,
184,184,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,귀엽고 좋습니다 굿,1,1,
185,185,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 11-시바얼굴,저렴한만큼 품질도 딱그만큼입니다,0,0,#
186,186,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 17-우비피기,"사이즈가 넘 딱맞고 귀여워요..
사은품도 넘 만에들어요❤️",1,1,
187,187,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 04-닌텐도,"저렴한 가격에 서비스도 주시고 무료배송이고 너무 만족스럽습니다!
감사합니다",1,1,
188,188,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,"품질은 최고
가격은 최저
1+1으로 만족 두배
여기에 무료배송이라굽쇼
대박 나세요 사장님",1,1,
189,189,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 21-마리오,질이 좋아요.아들이 맘에 들어해요,1,1,
190,190,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,빠른배송에 좋은 상품,1,1,
191,191,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 61-캔디화이트,배송도 빠르고 케이스도 더 와서 좋았어요,1,1,
192,192,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 15-볼터치공룡그린,저렴해요! 두번째 구매인데 똑같은 증정품 주셨어요.. 까망이악마..?,0,0,#
193,193,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,배송 빨리 오고 뚜껑도 잘 안 빠져요 덤으로 주신 케이스도 마음에 들어요 잘 쓰겠습니다!,1,1,
194,194,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 12-시바몸통,너무너무 귀여워요 실리콘이라 말랑해서 좋아요!,1,1,
195,195,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 07-오리모자,"오리케이스 너무 귀여워요
입술 삐죽 튀어나온게 킬포 ㅠㅠ
부피 차지가 있지만 귀여워서 잘 가지고 다녀요",0,0,
196,196,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 12-시바몸통,"기여워요 시바견ㅋㅋㅋ
ㅠㅠㅠ 자꾸 보게되는 시바 !",1,1,
197,197,23.01.11.,5,모델: 1.NEW 에어팟3세대 / 옵션: 40-쿠로미,"케이스 너무 귀여워요
아주아주 만족스럽습니당",1,1,
198,198,23.01.11.,5,모델: 1.NEW 에어팟3세대 / 옵션: 28-불독블랙,"이 가격에 1+1, 배송도 빠르고 세심하기까지..구매시 적은 메시지도 하나 하나 다 읽고 맞춰주신다는 생각이 드네요.
감동 입니다.
번창하시고 잘 쓰겠습니다~~^^",1,1,
199,199,23.01.11.,5,모델: 1.NEW 에어팟3세대 / 옵션: 26-아보카도,살짝양옆이뜨네요ㅠㅠ 뽑기실패인가,0,0,
